epoch,loss,mae,val_loss,val_mae
0,37.03144454956055,5.233325958251953,39.656455993652344,5.4482011795043945
1,33.50977325439453,4.885279655456543,36.44872283935547,5.145397186279297
2,30.642961502075195,4.582475185394287,33.6584358215332,4.891796112060547
3,28.166444778442383,4.327503681182861,31.134197235107422,4.654438018798828
4,25.942424774169922,4.108401298522949,28.790874481201172,4.447455883026123
5,23.894304275512695,3.905367136001587,26.580406188964844,4.243311882019043
6,21.979698181152344,3.7225501537323,24.478601455688477,4.060906887054443
7,20.178119659423828,3.5498480796813965,22.47865104675293,3.8807413578033447
8,18.484830856323242,3.3939502239227295,20.58734703063965,3.7195980548858643
9,16.907060623168945,3.2496042251586914,18.821903228759766,3.555624008178711
10,15.460684776306152,3.1269922256469727,17.206069946289062,3.417555570602417
11,14.166224479675293,3.018070936203003,15.765082359313965,3.2836451530456543
12,13.043807029724121,2.934645652770996,14.519680976867676,3.171323776245117
13,12.107566833496094,2.870353937149048,13.480592727661133,3.0799312591552734
14,11.36083698272705,2.825202226638794,12.645140647888184,3.0172863006591797
15,10.793839454650879,2.787166118621826,11.997312545776367,2.9615509510040283
16,10.384861946105957,2.753326654434204,11.511180877685547,2.9168121814727783
17,10.104558944702148,2.7305986881256104,11.15615463256836,2.892740249633789
18,9.921536445617676,2.7145912647247314,10.902048110961914,2.873182535171509
19,9.807171821594238,2.7068190574645996,10.722505569458008,2.857679843902588
20,9.738386154174805,2.703796148300171,10.596466064453125,2.8456456661224365
21,9.698319435119629,2.703817844390869,10.508112907409668,2.8364596366882324
22,9.675573348999023,2.7050604820251465,10.446065902709961,2.829542636871338
23,9.662920951843262,2.7068238258361816,10.402332305908203,2.824387311935425
24,9.655987739562988,2.7081360816955566,10.371376037597656,2.8214128017425537
25,9.652230262756348,2.709104299545288,10.349370956420898,2.820479154586792
26,9.650206565856934,2.7098145484924316,10.333671569824219,2.8197953701019287
27,9.649118423461914,2.7103323936462402,10.322432518005371,2.819295644760132
28,9.648530006408691,2.7107086181640625,10.31436824798584,2.8189313411712646
29,9.648208618164062,2.71097993850708,10.30856990814209,2.8186662197113037
30,9.648028373718262,2.7111761569976807,10.304393768310547,2.8184731006622314
31,9.647921562194824,2.7113165855407715,10.301382064819336,2.8183319568634033
32,9.647854804992676,2.711416721343994,10.299206733703613,2.8182291984558105
33,9.647808074951172,2.711487054824829,10.297635078430176,2.8181538581848145
34,9.647769927978516,2.7115368843078613,10.296496391296387,2.818098306655884
35,9.64773941040039,2.711570978164673,10.295670509338379,2.8180575370788574
36,9.647712707519531,2.711594343185425,10.295071601867676,2.8180270195007324
37,9.647686004638672,2.711609125137329,10.294636726379395,2.8180041313171387
38,9.647660255432129,2.711618661880493,10.294319152832031,2.8179867267608643
39,9.647634506225586,2.7116239070892334,10.294086456298828,2.8179733753204346
40,9.64760971069336,2.7116260528564453,10.293914794921875,2.817962646484375
41,9.64758586883545,2.711625337600708,10.293787956237793,2.8179540634155273
42,9.647561073303223,2.7116239070892334,10.293693542480469,2.817946672439575
43,9.647536277770996,2.711621046066284,10.293622016906738,2.8179409503936768
44,9.647510528564453,2.7116172313690186,10.293567657470703,2.8179352283477783
45,9.64748477935791,2.7116129398345947,10.293525695800781,2.8179311752319336
46,9.6474609375,2.7116079330444336,10.29349136352539,2.8179268836975098
47,9.64743709564209,2.7116026878356934,10.293464660644531,2.817922830581665
48,9.647411346435547,2.7115976810455322,10.293441772460938,2.8179187774658203
49,9.64738655090332,2.7115917205810547,10.293420791625977,2.817915201187134
50,9.647361755371094,2.7115862369537354,10.293404579162598,2.8179121017456055
51,9.647336959838867,2.711580276489258,10.293389320373535,2.817908525466919
52,9.64731216430664,2.7115743160247803,10.293375968933105,2.8179051876068115
53,9.647286415100098,2.711568832397461,10.293362617492676,2.817901849746704
54,9.647262573242188,2.7115628719329834,10.293349266052246,2.8178985118865967
55,9.647235870361328,2.711556911468506,10.293336868286133,2.8178951740264893
56,9.647211074829102,2.7115509510040283,10.293327331542969,2.817892074584961
57,9.647187232971191,2.7115447521209717,10.293313980102539,2.8178887367248535
58,9.647162437438965,2.7115390300750732,10.293303489685059,2.817885637283325
59,9.647136688232422,2.7115325927734375,10.293292045593262,2.8178822994232178
60,9.647111892700195,2.711527109146118,10.293281555175781,2.8178794384002686
61,9.647087097167969,2.7115209102630615,10.293269157409668,2.817875623703003
62,9.647061347961426,2.711514472961426,10.293258666992188,2.8178727626800537
63,9.647035598754883,2.7115087509155273,10.293248176574707,2.8178694248199463
64,9.647010803222656,2.711503028869629,10.29323673248291,2.8178658485412598
65,9.646985054016113,2.7114968299865723,10.293225288391113,2.8178629875183105
66,9.646960258483887,2.7114903926849365,10.29321575164795,2.817859649658203
67,9.646934509277344,2.711484670639038,10.293204307556152,2.817856550216675
68,9.646909713745117,2.7114782333374023,10.293193817138672,2.8178529739379883
69,9.64688491821289,2.711472272872925,10.293182373046875,2.81784987449646
70,9.646858215332031,2.7114663124084473,10.293172836303711,2.8178467750549316
71,9.646833419799805,2.7114603519439697,10.293159484863281,2.817843437194824
72,9.646807670593262,2.711454153060913,10.293149948120117,2.817840099334717
73,9.646782875061035,2.7114477157592773,10.293139457702637,2.8178369998931885
74,9.646757125854492,2.7114417552948,10.29312801361084,2.817833662033081
75,9.64673137664795,2.7114357948303223,10.293116569519043,2.8178300857543945
76,9.646706581115723,2.7114293575286865,10.293106079101562,2.817826986312866
77,9.64668083190918,2.711423397064209,10.293095588684082,2.817823648452759
78,9.646655082702637,2.7114171981811523,10.293085098266602,2.8178207874298096
79,9.646631240844727,2.711411237716675,10.293074607849121,2.817817449569702
80,9.646604537963867,2.711405038833618,10.293063163757324,2.8178141117095947
81,9.64657974243164,2.7113988399505615,10.293052673339844,2.8178107738494873
82,9.646553039550781,2.711392402648926,10.293042182922363,2.81780743598938
83,9.646528244018555,2.7113864421844482,10.293031692504883,2.8178043365478516
