epoch,loss,mae,val_loss,val_mae
0,15.087518692016602,3.146639585494995,14.044754028320312,3.513845205307007
1,9.82247543334961,2.6380467414855957,12.338631629943848,3.201629877090454
2,9.828747749328613,2.6747689247131348,13.344903945922852,3.4546685218811035
3,9.640084266662598,2.621225357055664,12.565160751342773,3.3629209995269775
4,9.497699737548828,2.6186392307281494,12.252877235412598,3.2919352054595947
5,9.542622566223145,2.6272144317626953,13.904853820800781,3.4983530044555664
6,9.76503849029541,2.633301019668579,12.2279691696167,3.2926459312438965
7,9.936196327209473,2.695009231567383,16.458316802978516,3.704331398010254
8,11.131028175354004,2.7667510509490967,12.585907936096191,3.368394374847412
9,9.47934341430664,2.611926317214966,12.069289207458496,3.2164506912231445
10,9.563587188720703,2.6292428970336914,13.90127944946289,3.4920287132263184
11,10.339033126831055,2.6900038719177246,14.328615188598633,3.5205092430114746
12,10.109240531921387,2.648968458175659,12.89425277709961,3.404258966445923
13,9.419018745422363,2.597292184829712,12.420097351074219,3.345611572265625
14,9.327256202697754,2.5936217308044434,12.08542251586914,3.278935432434082
15,9.335941314697266,2.601832151412964,12.432537078857422,3.347851276397705
16,9.319583892822266,2.5933690071105957,12.577272415161133,3.3673760890960693
17,9.40796947479248,2.594581127166748,12.917747497558594,3.405226230621338
18,9.732254981994629,2.6615519523620605,13.721256256103516,3.473550319671631
19,9.661633491516113,2.6326818466186523,12.110501289367676,3.293457508087158
20,9.279115676879883,2.588794469833374,12.639702796936035,3.37440824508667
21,9.29336929321289,2.5849504470825195,12.198633193969727,3.3122568130493164
22,9.255359649658203,2.58097243309021,12.533160209655762,3.3614585399627686
23,9.453458786010742,2.6053595542907715,13.183701515197754,3.4278650283813477
24,9.459086418151855,2.6117136478424072,12.272680282592773,3.325627326965332
25,9.226683616638184,2.5812060832977295,12.36983871459961,3.340036153793335
26,9.232418060302734,2.578950881958008,12.341988563537598,3.3361940383911133
27,9.212050437927246,2.5797886848449707,12.204764366149902,3.3154220581054688
28,9.197731018066406,2.5764129161834717,12.076841354370117,3.292548179626465
29,9.256449699401855,2.58233904838562,11.894734382629395,3.245842933654785
30,9.251068115234375,2.6012165546417236,12.157732963562012,3.3083438873291016
31,9.185945510864258,2.573082685470581,12.314654350280762,3.3326854705810547
32,9.310297966003418,2.59118390083313,12.86532211303711,3.39595890045166
33,9.315558433532715,2.5808002948760986,11.963234901428223,3.271003246307373
34,9.355201721191406,2.6033034324645996,11.787323951721191,3.2016661167144775
35,9.313187599182129,2.5931801795959473,12.214677810668945,3.3185253143310547
36,9.174797058105469,2.5770792961120605,12.34801197052002,3.337343692779541
37,9.175642967224121,2.5705418586730957,11.925823211669922,3.2652833461761475
38,9.174212455749512,2.570378303527832,11.946290016174316,3.270792245864868
39,9.148273468017578,2.572887420654297,12.239736557006836,3.322556495666504
40,9.137652397155762,2.5678138732910156,12.023502349853516,3.2875051498413086
41,9.256589889526367,2.5925796031951904,11.747119903564453,3.204988956451416
42,9.268840789794922,2.5954344272613525,11.986449241638184,3.281214475631714
43,9.167074203491211,2.5800063610076904,11.80919075012207,3.238176107406616
44,9.165413856506348,2.579488515853882,11.985754013061523,3.2817533016204834
45,9.153417587280273,2.572347640991211,12.447121620178223,3.3492112159729004
46,9.163448333740234,2.567941188812256,11.911508560180664,3.2673850059509277
47,9.132314682006836,2.57039737701416,11.842819213867188,3.251544237136841
48,9.1162109375,2.5696163177490234,12.010038375854492,3.2873122692108154
49,9.232671737670898,2.5864431858062744,11.696508407592773,3.1967787742614746
50,9.428757667541504,2.6030681133270264,11.689560890197754,3.1957530975341797
51,9.222511291503906,2.5850367546081543,11.974994659423828,3.28176212310791
52,9.087745666503906,2.5629377365112305,11.857646942138672,3.25811767578125
53,9.126519203186035,2.5686604976654053,11.778675079345703,3.2383813858032227
54,9.230767250061035,2.5825932025909424,11.687997817993164,3.2054033279418945
55,9.211889266967773,2.5827603340148926,12.412216186523438,3.344289541244507
56,9.129493713378906,2.5611836910247803,12.090933799743652,3.301784038543701
57,9.075616836547852,2.5595507621765137,11.831748008728027,3.2545084953308105
58,9.115599632263184,2.5683038234710693,11.738816261291504,3.2305076122283936
59,9.092632293701172,2.566213607788086,11.978367805480957,3.283912420272827
60,9.102531433105469,2.5682027339935303,12.340274810791016,3.3354148864746094
61,9.145912170410156,2.5560576915740967,12.325926780700684,3.333615303039551
62,9.146245002746582,2.5604465007781982,12.344696998596191,3.3358356952667236
63,9.19074535369873,2.571488380432129,12.494129180908203,3.3528785705566406
64,9.141069412231445,2.5647764205932617,12.10873794555664,3.304814338684082
65,9.215324401855469,2.581951141357422,12.679698944091797,3.3719656467437744
66,9.198051452636719,2.563382387161255,11.920321464538574,3.2748172283172607
67,9.030540466308594,2.555267810821533,12.04223918914795,3.29506778717041
68,9.026911735534668,2.552147388458252,11.92315673828125,3.2756032943725586
69,9.023635864257812,2.553223133087158,12.020919799804688,3.2918999195098877
70,9.05447769165039,2.555593490600586,11.733470916748047,3.236102342605591
71,9.038658142089844,2.5579721927642822,11.932596206665039,3.2776336669921875
72,9.010594367980957,2.552076816558838,11.885528564453125,3.2693774700164795
73,9.032032012939453,2.557655096054077,12.117708206176758,3.306255340576172
74,9.067497253417969,2.5560543537139893,12.227594375610352,3.320843458175659
75,9.045889854431152,2.54799747467041,11.967440605163574,3.283827543258667
76,9.007895469665527,2.5528745651245117,11.996015548706055,3.2884340286254883
77,9.133753776550293,2.568812370300293,12.483688354492188,3.350480556488037
78,9.123838424682617,2.558797836303711,11.846807479858398,3.2631208896636963
79,8.994295120239258,2.549589157104492,11.91429328918457,3.275362014770508
80,9.020816802978516,2.551352024078369,11.710126876831055,3.2339913845062256
81,9.075106620788574,2.568455934524536,11.630889892578125,3.211439847946167
