epoch,loss,mae,val_loss,val_mae
0,26.794797897338867,4.329686641693115,23.09905433654785,3.965430736541748
1,21.733293533325195,3.879824161529541,16.403915405273438,3.4448447227478027
2,14.941725730895996,3.2829065322875977,10.25382137298584,2.9319732189178467
3,10.320849418640137,2.8944032192230225,11.711770057678223,3.0897083282470703
4,11.156585693359375,3.0168588161468506,10.231263160705566,2.9272258281707764
5,9.607516288757324,2.8194520473480225,10.867585182189941,2.792313814163208
6,10.327661514282227,2.7519168853759766,10.185348510742188,2.817180871963501
7,9.603962898254395,2.724555253982544,10.015107154846191,2.839305877685547
8,9.521123886108398,2.745736598968506,10.155119895935059,2.813450574874878
9,9.578635215759277,2.7201457023620605,9.975512504577637,2.838524580001831
10,10.286069869995117,2.8836638927459717,13.193346977233887,2.769826889038086
11,10.62808895111084,2.521996021270752,10.450228691101074,2.9637954235076904
12,9.73378849029541,2.8369150161743164,10.174393653869629,2.793863296508789
13,9.450827598571777,2.6740012168884277,10.55079460144043,2.975154399871826
14,9.898311614990234,2.8441593647003174,9.860295295715332,2.8351399898529053
15,9.3448486328125,2.7303969860076904,9.941889762878418,2.80936598777771
16,9.331747055053711,2.6898703575134277,9.8635892868042,2.8702211380004883
17,9.362192153930664,2.773406505584717,10.440264701843262,2.766057014465332
18,9.500577926635742,2.6185224056243896,11.247213363647461,3.0341413021087646
19,10.367011070251465,2.9131288528442383,9.85537338256836,2.8017771244049072
20,9.268689155578613,2.6827585697174072,9.898087501525879,2.876293182373047
21,9.454124450683594,2.7914137840270996,9.811345100402832,2.8629953861236572
22,9.368814468383789,2.778461217880249,10.86551570892334,2.744476318359375
23,10.239399909973145,2.7232964038848877,9.815513610839844,2.7848706245422363
24,9.531779289245605,2.7226173877716064,10.408296585083008,2.743565559387207
25,9.407936096191406,2.5684268474578857,10.947071075439453,3.000654458999634
26,10.270520210266113,2.886965751647949,9.650546073913574,2.832961320877075
27,9.139325141906738,2.722757339477539,9.610980987548828,2.805109739303589
28,9.092472076416016,2.6933228969573975,9.5888090133667,2.8094160556793213
29,9.088140487670898,2.7046446800231934,9.660940170288086,2.7753002643585205
30,9.103537559509277,2.6577584743499756,9.737424850463867,2.8523709774017334
31,9.27249526977539,2.7551684379577637,9.563039779663086,2.819660186767578
32,9.106019020080566,2.7152607440948486,9.569562911987305,2.823742151260376
33,9.091898918151855,2.7179508209228516,9.517271995544434,2.811239004135132
34,9.104049682617188,2.7079668045043945,9.643145561218262,2.8385677337646484
35,9.418606758117676,2.7880795001983643,9.986872673034668,2.8917534351348877
36,9.624605178833008,2.826188087463379,9.73960018157959,2.854419231414795
37,9.287489891052246,2.7662367820739746,9.486944198608398,2.813244342803955
38,9.113306999206543,2.7255542278289795,9.598462104797363,2.8306262493133545
